Date,Time,Latitude,Longitude,DVLx,DVLy,DVLlat,DVLlon,Altitude,Depth,Heading,Width,Area_m2,Distance
2024-10-08,11:32:54,47.6198223294116,-122.36316095882374,9.8751,-5.3932,47.61984715180009,-122.36314146725064,0.71,-4.2,147.1,1.23,1.097,0.12425497977948446
2024-10-08,11:32:55,47.61984453410406,-122.3631272329475,9.7988,-5.4026,47.61984693417136,-122.3631412805112,0.72,-4.2,149.88,1.26,1.1422,0.07687684957124583
2024-10-08,11:32:56,47.61984585574724,-122.36311220000007,9.7593,-5.3722,47.619846722579446,-122.36314108221052,0.75,-4.19,147.64,1.31,1.2326,0.04984385619110928
2024-10-08,11:32:57,47.6198417239999,-122.36310959942888,9.7317,-5.3265,47.619846516407385,-122.36314087450744,0.73,-4.21,145.74,1.27,1.1633,0.053387732673339724
2024-10-08,11:32:58,47.61983242254325,-122.36312308439275,9.6744,-5.3002,47.61984630591965,-122.3631406804252,0.69,-4.23,148.06,1.21,1.0578,0.06304744245407551
2024-10-08,11:32:59,47.6198307356321,-122.36312620804648,9.5781,-5.2784,47.61984609721994,-122.36314048806642,0.71,-4.25,148.07,1.23,1.0909,0.09873666998638457
2024-10-08,11:33:00,47.61983104770116,-122.36312528045936,9.4724,-5.245,47.61984589415263,-122.36314028942223,0.68,-4.27,146.52,1.19,1.025,0.11085147721162658
2024-10-08,11:33:01,47.61983575202303,-122.3631155456652,9.3644,-5.1919,47.61984569722303,-122.36314008456348,0.68,-4.28,144.88,1.19,1.0149,0.12034787077468419
2024-10-08,11:33:02,47.61983654057127,-122.36311016800022,9.2579,-5.1133,47.61984550294626,-122.36313988171386,0.67,-4.3,144.78,1.17,0.984,0.13236393013204242
2024-10-08,11:33:03,47.61983552329534,-122.36310824090891,9.1477,-5.0317,47.61984530700794,-122.36313969047934,0.68,-4.3,146.58,1.19,1.0261,0.13712257290468174
2024-10-08,11:33:04,47.619838241419984,-122.36310061715982,9.0481,-4.9446,47.6198451159358,-122.36313949625038,0.68,-4.29,145.5,1.18,1.0071,0.13231239548885823
2024-10-08,11:33:05,47.61983224655175,-122.36310703103464,8.96,-4.8661,47.61984492446904,-122.36313930973462,0.67,-4.3,146.63,1.16,0.9769,0.1179994067781691
2024-10-08,11:33:06,47.61982607674421,-122.36311746802336,8.8624,-4.8112,47.61984473299945,-122.36313913008436,0.67,-4.3,147.61,1.17,0.9965,0.11198111447918493
2024-10-08,11:33:07,47.61982541676303,-122.36311970231196,8.7588,-4.7575,47.61984454389188,-122.36313895217071,0.69,-4.3,147.54,1.2,1.0432,0.11669040234740674
2024-10-08,11:33:08,47.61982512571419,-122.36312021828589,8.6578,-4.707,47.619844357655424,-122.36313877458556,0.69,-4.3,147.19,1.2,1.0418,0.11292143286374035
2024-10-08,11:33:09,47.61982696666647,-122.36311740000018,8.5624,-4.6657,47.6198441738332,-122.3631385978209,0.68,-4.3,146.97,1.18,1.0129,0.10395600030782215
2024-10-08,11:33:10,47.61983011387278,-122.3631101670522,8.4721,-4.6193,47.61984399240049,-122.36313842181748,0.7,-4.29,146.74,1.21,1.0616,0.10152364256664646
2024-10-08,11:33:11,47.61982748888876,-122.36311172592596,8.3967,-4.5673,47.61984381284518,-122.36313824710444,0.59,-4.3,146.66,1.03,0.9228,0.09159235775980427
2024-10-08,11:33:12,47.619826415053616,-122.36311161612925,8.3191,-4.5121,47.61984363490261,-122.36313807448671,0.7,-4.31,146.74,1.22,1.0861,0.09523024729569798
2024-10-08,11:33:13,47.61982236971416,-122.3631162182856,8.2261,-4.4484,47.619843459068,-122.36313790391384,0.71,-4.31,146.74,1.23,1.0968,0.11272395486319657
2024-10-08,11:33:14,47.61981765357128,-122.36312385892832,8.125,-4.3939,47.61984328559196,-122.3631377349878,0.69,-4.31,146.64,1.21,1.0556,0.11485408133801832
2024-10-08,11:33:15,47.61980917126451,-122.3631388902299,8.0235,-4.3534,47.61984311433182,-122.3631375676486,0.7,-4.32,146.55,1.21,1.0601,0.1092817459596981
2024-10-08,11:33:16,47.61980145919542,-122.36315638046004,7.9044,-4.3376,47.61984294538998,-122.36313740188464,0.69,-4.32,146.44,1.21,1.0523,0.1201434559183316
2024-10-08,11:33:17,47.619802882659,-122.3631619485548,7.7764,-4.3353,47.61984277897448,-122.36313723729717,0.72,-4.32,146.23,1.25,1.1359,0.12802066239478702
2024-10-08,11:33:18,47.61982029482777,-122.36314148620642,7.6787,-4.3262,47.619842614736754,-122.36313707326346,0.7,-4.33,145.97,1.22,1.0791,0.09812288214274965
2024-10-08,11:33:19,47.61982697514454,-122.36312664739852,7.6097,-4.2898,47.61984245187551,-122.36313691084928,0.7,-4.34,146.01,1.21,1.0617,0.07801256309082548
2024-10-08,11:33:20,47.619830340229846,-122.36311742873605,7.5443,-4.2357,47.61984228457828,-122.36313676398818,0.7,-4.36,149.31,1.21,1.0601,0.08487620396789697
2024-10-08,11:33:21,47.61983295028577,-122.36310525771434,7.4759,-4.1953,47.61984210739331,-122.36313665172108,0.69,-4.37,156.81,1.21,1.0542,0.07944004028196323
2024-10-08,11:33:22,47.61983813410416,-122.3630884901736,7.4247,-4.1528,47.61984193316318,-122.363136534934,0.68,-4.38,155.62,1.18,1.0023,0.06654088968446409
2024-10-08,11:33:23,47.619834846285606,-122.36308396000008,7.4019,-4.1025,47.61984176035303,-122.36313641710332,0.66,-4.39,155.25,1.15,0.9552,0.055226171332077405
2024-10-08,11:33:24,47.619832007692416,-122.36308186804696,7.3789,-4.0738,47.61984158787923,-122.36313630090268,0.64,-4.4,155.51,1.12,0.9086,0.03677893418792898
2024-10-08,11:33:25,47.61982881098279,-122.36308340867032,7.3571,-4.0399,47.61984141613079,-122.36313618519073,0.64,-4.42,155.51,1.11,0.8939,0.040304466253753994
2024-10-08,11:33:26,47.61983514655187,-122.36307571034446,7.3368,-4.0087,47.61984124508058,-122.36313606984254,0.63,-4.44,155.49,1.09,0.8598,0.03722270812286497
2024-10-08,11:33:27,47.61985097456628,-122.3630477213875,7.3315,-3.9498,47.61984107443023,-122.36313595582652,0.61,-4.45,155.69,1.07,0.8224,0.05913797426358122
2024-10-08,11:33:28,47.61985038579533,-122.363035711364,7.3239,-3.8675,47.61984090423263,-122.36313584401204,0.63,-4.45,156.05,1.09,0.859,0.08265016636401894
2024-10-08,11:33:29,47.619847515606985,-122.36303010520191,7.2853,-3.7847,47.6198407354749,-122.36313573335208,0.62,-4.45,156.09,1.08,0.8426,0.09135535014436764
2024-10-08,11:33:30,47.61984295517232,-122.36303047701116,7.2268,-3.7095,47.61984056879341,-122.36313562286728,0.62,-4.44,155.86,1.08,0.8423,0.0952748130410135
2024-10-08,11:33:31,47.61984030348848,-122.36303167790663,7.1654,-3.6418,47.61984040503379,-122.36313550976924,0.63,-4.43,154.97,1.1,0.8759,0.09139611589121263
2024-10-08,11:33:32,47.61983425568194,-122.36303914488651,7.1035,-3.5929,47.61984024377328,-122.3631353948786,0.63,-4.42,154.28,1.09,0.8593,0.07888485279190122
2024-10-08,11:33:33,47.61983270000014,-122.36304110000016,7.0432,-3.5491,47.61984008374876,-122.363135281834,0.66,-4.41,154.47,1.15,0.9493,0.0745287192966583
2024-10-08,11:33:34,47.61983460877202,-122.36303935029257,6.983,-3.4946,47.619839925180216,-122.3631351703202,0.67,-4.4,154.57,1.18,0.9979,0.08120523382147239
2024-10-08,11:33:35,47.619835100000095,-122.36303890000012,6.9196,-3.4418,47.619839768372856,-122.36313505954826,0.69,-4.39,154.47,1.21,1.0504,0.0825069694025902
2024-10-08,11:33:36,47.619840110465255,-122.3630298488372,6.8612,-3.392,47.6198396131278,-122.36313494968302,0.69,-4.39,154.43,1.2,1.0393,0.07675024429928548
2024-10-08,11:33:37,47.61984130000013,-122.36302770000005,6.8022,-3.3543,47.61983945944881,-122.36313484034044,0.71,-4.39,154.31,1.23,1.0922,0.0700163552321886
2024-10-08,11:33:38,47.61984096000003,-122.36302774628594,6.7403,-3.3239,47.61983930892194,-122.36313472675462,0.7,-4.38,152.97,1.22,1.0742,0.06896209103558229
2024-10-08,11:33:39,47.61983220000001,-122.36304640000024,6.6833,-3.2702,47.61983916064423,-122.36313461215094,0.7,-4.39,152.41,1.22,1.0779,0.0783114934093333
2024-10-08,11:33:40,47.619827866666725,-122.36305340000018,6.6175,-3.228,47.619839013660425,-122.36313449946353,0.71,-4.4,152.6,1.24,1.1154,0.07816955929260458
2024-10-08,11:33:41,47.61981641627919,-122.36307787383758,6.5452,-3.1614,47.61983886841151,-122.36313438862892,0.7,-4.42,152.71,1.22,1.0741,0.09829979654098953
2024-10-08,11:33:42,47.619819149999806,-122.36308242499943,6.4749,-3.0923,47.61983872491069,-122.36313427955,0.7,-4.43,152.8,1.21,1.0627,0.09857433743120006
2024-10-08,11:33:43,47.61982019999982,-122.36308189999946,6.4096,-3.0367,47.619838583207056,-122.36313417132804,0.69,-4.43,152.69,1.21,1.0555,0.0857639201529403
2024-10-08,11:33:44,47.61981536213023,-122.36309031656768,6.3412,-2.9963,47.61983844635962,-122.3631340554102,0.69,-4.43,150.2,1.2,1.0432,0.079440040281964
2024-10-08,11:33:45,47.61981094883743,-122.3631120116275,6.2686,-2.9601,47.619838318020506,-122.36313392456016,0.68,-4.44,145.42,1.19,1.0173,0.08112459553057837
2024-10-08,11:33:46,47.61982591818182,-122.36310433295516,6.2056,-2.9133,47.61983819594044,-122.3631337853578,0.67,-4.46,142.37,1.17,0.9944,0.0784808256837305
2024-10-08,11:33:47,47.61982199768784,-122.36310922658946,6.1522,-2.8519,47.61983807601783,-122.36313364608088,0.66,-4.47,141.86,1.15,0.9619,0.0813727227023895
2024-10-08,11:33:48,47.61981839364152,-122.36312671502922,6.0759,-2.7866,47.61983795731974,-122.36313350970605,0.66,-4.47,142.16,1.15,0.955,0.1004279841478459
2024-10-08,11:33:49,47.61984033371439,-122.36309417942871,5.9992,-2.7023,47.61983784003887,-122.36313337631356,0.65,-4.47,142.44,1.13,0.93,0.11397096121381066
2024-10-08,11:33:50,47.6198376148572,-122.36308109771464,5.9422,-2.6176,47.619837723944094,-122.36313324536366,0.66,-4.46,142.67,1.15,0.9548,0.10209353554461752
2024-10-08,11:33:51,47.61982874302337,-122.36308419244192,5.8806,-2.5361,47.61983760872875,-122.36313311760289,0.67,-4.46,143.14,1.16,0.9764,0.10216070673208927
2024-10-08,11:33:52,47.619818067241305,-122.36309860402282,5.8129,-2.4625,47.61983749482769,-122.36313299230706,0.67,-4.45,143.36,1.16,0.9796,0.10000124999218774
2024-10-08,11:33:53,47.61981339999988,-122.36310629999964,5.7466,-2.3962,47.61983738175366,-122.36313287021798,0.69,-4.45,143.87,1.19,1.0289,0.09376235918533624
2024-10-08,11:33:54,47.61980909705888,-122.3631143882353,5.6856,-2.3314,47.61983726855429,-122.36313275302768,0.68,-4.44,145.01,1.18,1.0095,0.08899460657815163
2024-10-08,11:33:55,47.61979695086704,-122.36314108554912,5.6052,-2.2943,47.61983715682123,-122.36313263787032,0.67,-4.44,145.13,1.17,0.9843,0.08854699317311691
2024-10-08,11:33:56,47.61978858372108,-122.36316379186049,5.5034,-2.2791,47.61983704714578,-122.36313252415935,0.67,-4.45,144.97,1.16,0.9797,0.10292851888568089
2024-10-08,11:33:57,47.6197839040462,-122.3631808641618,5.3917,-2.2803,47.61983693935902,-122.36313241240656,0.67,-4.45,144.97,1.17,0.984,0.11170644565109025
2024-10-08,11:33:58,47.61977839545468,-122.3631986710223,5.2778,-2.2984,47.61983683319969,-122.36313230287158,0.68,-4.45,145.1,1.19,1.0199,0.11532918104278737
2024-10-08,11:33:59,47.619781621965416,-122.36320299710988,5.1763,-2.3195,47.61983672863355,-122.36313219486,0.69,-4.45,145.07,1.2,1.0477,0.10366995707532604
2024-10-08,11:34:00,47.61982049885055,-122.36316356666671,5.1219,-2.3266,47.6198366250416,-122.36313208749624,0.64,-4.46,144.98,1.12,0.9081,0.05486137074481482
2024-10-08,11:34:01,47.619847239884535,-122.36311362312146,5.1096,-2.326,47.619836521786986,-122.36313198008423,0.68,-4.45,144.88,1.18,1.0016,0.012314625451064027
2024-10-08,11:34:02,47.619848281034514,-122.36308157413836,5.1085,-2.2852,47.61983641893534,-122.36313187285312,0.66,-4.45,144.82,1.15,0.9619,0.04081482573771442
2024-10-08,11:34:03,47.619841293142784,-122.36306963542904,5.0901,-2.2248,47.61983631685448,-122.36313176638616,0.67,-4.45,144.81,1.17,0.9951,0.0631404783003742
2024-10-08,11:34:04,47.61983493690471,-122.36306732261944,5.0645,-2.1503,47.6198362157349,-122.36313166096085,0.68,-4.46,144.82,1.19,1.0238,0.07877569422099683
2024-10-08,11:34:05,47.619827683428426,-122.36307284457077,5.031,-2.0772,47.6198361156529,-122.36313155677192,0.68,-4.47,144.86,1.18,1.0088,0.08041057144430719
2024-10-08,11:34:06,47.61981877241374,-122.36308464425326,4.9901,-2.0252,47.61983601662914,-122.36313145368467,0.69,-4.46,144.86,1.2,1.0365,0.06615746367568803
2024-10-08,11:34:07,47.6198172754286,-122.3630943297144,4.955,-2.0039,47.61983591831442,-122.36313135144935,0.69,-4.46,144.89,1.21,1.0544,0.041057277065095266
2024-10-08,11:34:08,47.61983944252878,-122.3630710597698,4.9486,-1.9786,47.61983582028253,-122.36313124950816,0.68,-4.46,144.89,1.19,1.022,0.026096934685897428
2024-10-08,11:34:09,47.619841876744175,-122.36305463546466,4.9568,-1.9182,47.61983572252902,-122.36313114781872,0.67,-4.47,144.88,1.16,0.9764,0.06095408107748002
2024-10-08,11:34:10,47.619837741954015,-122.36305301551782,4.9446,-1.8498,47.61983562539688,-122.36313104688809,0.68,-4.49,144.91,1.18,1.0063,0.0694794933775425
2024-10-08,11:34:11,47.61982796705192,-122.36306143988426,4.9132,-1.7904,47.61983552917348,-122.3631309469388,0.65,-4.49,144.92,1.14,0.9374,0.06718868952435408
2024-10-08,11:34:12,47.619813954023,-122.3630877367819,4.8695,-1.7484,47.619835433806045,-122.3631308483924,0.66,-4.49,145.06,1.14,0.9461,0.06061097260397618
2024-10-08,11:34:13,47.61979780000001,-122.36312750000036,4.8074,-1.7449,47.61983533952567,-122.36313075100551,0.67,-4.49,145.07,1.17,0.9951,0.06219855303783205
2024-10-08,11:34:14,47.6197824410716,-122.3631699267853,4.7337,-1.7607,47.61983524652239,-122.36313065461596,0.67,-4.48,144.98,1.16,0.972,0.07537459784304047
2024-10-08,11:34:15,47.61979919090896,-122.36317859999971,4.6619,-1.7983,47.61983515454401,-122.36313055918242,0.66,-4.48,144.95,1.15,0.948,0.08104936767180825
2024-10-08,11:34:16,47.61979957052015,-122.3631779450864,4.6111,-1.8044,47.619835063385466,-122.3631304646346,0.66,-4.48,144.96,1.15,0.9617,0.05116492939504532
2024-10-08,11:34:17,47.61978715632194,-122.36319600632146,4.5524,-1.8251,47.61983497303607,-122.36313037109986,0.68,-4.47,145.01,1.18,1.0052,0.06224291124296886
2024-10-08,11:34:18,47.6197805687862,-122.36320763815074,4.4788,-1.8848,47.61983488353384,-122.36313027840772,0.68,-4.47,145.0,1.18,1.0023,0.09476840190696471
2024-10-08,11:34:19,47.61980162742865,-122.36321198514312,4.4067,-1.9449,47.61983479508487,-122.3631301859531,0.68,-4.46,144.75,1.19,1.0237,0.09386383755206251
2024-10-08,11:34:20,47.619819832369785,-122.36317637976846,4.3685,-1.9955,47.61983470714608,-122.36313009324664,0.68,-4.47,144.52,1.19,1.0136,0.0634003154566283
2024-10-08,11:34:21,47.61981829999986,-122.3631669999998,4.3318,-2.0122,47.61983461960276,-122.36313000122944,0.7,-4.47,144.6,1.21,1.0613,0.040320962290103866
2024-10-08,11:34:22,47.61979856857155,-122.36319523599988,4.2772,-2.0086,47.61983453311242,-122.36312990994892,0.68,-4.47,144.49,1.18,1.0111,0.05471855261243732
2024-10-08,11:34:23,47.619792787428615,-122.3632027239994,4.1966,-2.0518,47.61983444779215,-122.363129819337,0.68,-4.47,144.32,1.18,1.0051,0.09144725255577633
2024-10-08,11:34:24,47.61979638982033,-122.36319151437114,4.1191,-2.1011,47.61983436335709,-122.36312972959912,0.68,-4.47,144.3,1.19,1.02,0.09185172834519753
2024-10-08,11:34:25,47.61981399011617,-122.36315974825604,4.0722,-2.1184,47.61983427951768,-122.36312964055988,0.69,-4.47,144.32,1.2,1.0462,0.04998899878973439
2024-10-08,11:34:26,47.61980998863628,-122.3631468795449,4.0483,-2.1116,47.61983419599756,-122.3631295522513,0.67,-4.48,144.44,1.17,0.9816,0.02484854120466563
2024-10-08,11:34:27,47.61980632312133,-122.36315043294805,4.0095,-2.0947,47.619834113156855,-122.36312946495156,0.67,-4.49,144.53,1.16,0.972,0.04232079866921249
2024-10-08,11:34:28,47.61980250402283,-122.3631469287354,3.9452,-2.0909,47.61983403141094,-122.36312937874187,0.69,-4.49,144.51,1.2,1.039,0.06441218828762171
2024-10-08,11:34:29,47.61980179999978,-122.36314199999973,3.8663,-2.0948,47.61983395083445,-122.36312929398494,0.68,-4.49,144.58,1.19,1.0139,0.0789963290286327
2024-10-08,11:34:30,47.61981051379309,-122.36312197356324,3.8071,-2.0858,47.619833871328936,-122.36312921023088,0.69,-4.48,144.54,1.2,1.0322,0.059880213760473255
2024-10-08,11:34:31,47.61981441734102,-122.36310557341034,3.7658,-2.0462,47.619833794113326,-122.36312912494952,0.68,-4.49,143.25,1.18,1.0103,0.057217567232450695
2024-10-08,11:34:32,47.61981339999988,-122.36309980000046,3.7159,-1.9871,47.61983371832316,-122.36312904084564,0.68,-4.5,143.12,1.19,1.0204,0.07734869100379121
2024-10-08,11:34:33,47.61981344482759,-122.36309760344832,3.6457,-1.9255,47.61983364410967,-122.36312895867091,0.68,-4.5,143.18,1.19,1.0136,0.09339486067230887
2024-10-08,11:34:34,47.619817334117606,-122.36307463823556,3.5839,-1.8651,47.619833571433766,-122.36312887805228,0.69,-4.5,143.13,1.2,1.0318,0.08641411921671156
2024-10-08,11:34:35,47.619819829310366,-122.36305657298902,3.5382,-1.7954,47.61983350049418,-122.36312879803546,0.68,-4.5,142.67,1.19,1.0246,0.08334614568172898
2024-10-08,11:34:36,47.61981121724138,-122.36306424827627,3.5056,-1.712,47.61983343161359,-122.36312871769272,0.69,-4.5,141.74,1.2,1.0324,0.08954507244957716
2024-10-08,11:34:37,47.61981416416192,-122.3630540890174,3.4655,-1.6313,47.61983336384808,-122.36312863907534,0.68,-4.51,141.89,1.19,1.0242,0.09011381692060316
2024-10-08,11:34:38,47.619814200000114,-122.36305100000018,3.4234,-1.5375,47.61983329725324,-122.36312856242516,0.68,-4.51,142.11,1.18,1.0099,0.10281463903549913
2024-10-08,11:34:39,47.619811219999946,-122.3630535942856,3.3683,-1.4484,47.61983323218093,-122.36312848755436,0.67,-4.52,142.12,1.16,0.9763,0.10476077510213459
2024-10-08,11:34:40,47.6198004725714,-122.3630735799999,3.3113,-1.3799,47.61983316860938,-122.36312841412013,0.66,-4.52,142.01,1.15,0.9558,0.08911369142842189
2024-10-08,11:34:41,47.61980032658968,-122.36307497630072,3.2505,-1.3303,47.61983310653076,-122.36312834191894,0.69,-4.52,141.82,1.2,1.0315,0.07846527894553096
2024-10-08,11:34:42,47.61980596300574,-122.36306525260171,3.2045,-1.2663,47.619833045922284,-122.36312827053712,0.69,-4.51,141.47,1.2,1.0429,0.07881624198095233
2024-10-08,11:34:43,47.61981148735625,-122.36304860977025,3.1812,-1.1791,47.61983298860249,-122.36312819608342,0.68,-4.52,138.71,1.18,1.0111,0.09025923775437052
2024-10-08,11:34:44,47.61981182294118,-122.36303993352982,3.161,-1.0852,47.61983293269488,-122.36312812181173,0.67,-4.53,138.07,1.17,0.9836,0.09604816500069129
2024-10-08,11:34:45,47.61981213505764,-122.36303097816092,3.1136,-0.9949,47.61983287769065,-122.3631280497092,0.67,-4.53,138.45,1.16,0.9729,0.10198455765457827
2024-10-08,11:34:46,47.61980109298234,-122.36304568537976,3.0469,-0.9004,47.61983282492711,-122.36312797847404,0.66,-4.53,137.61,1.16,0.9654,0.1156682324581819
2024-10-08,11:34:47,47.61979704285712,-122.36305344857205,2.9827,-0.8072,47.61983277478762,-122.36312790733356,0.67,-4.53,136.19,1.17,0.9836,0.11317190464068366
2024-10-08,11:34:48,47.61979673468192,-122.36305488439343,2.9383,-0.7035,47.61983272651519,-122.36312783663077,0.67,-4.54,135.28,1.16,0.9761,0.11280536334767068
2024-10-08,11:34:49,47.61979458620672,-122.36305869540176,2.8856,-0.6147,47.61983267992616,-122.36312776677886,0.67,-4.54,134.61,1.16,0.9731,0.10326049583456383
2024-10-08,11:34:50,47.6197958914286,-122.36305775142868,2.8203,-0.5432,47.6198326349185,-122.36312769827715,0.68,-4.52,134.18,1.18,1.0021,0.0968315031381834
2024-10-08,11:34:51,47.61979109534884,-122.36306817383752,2.7487,-0.4778,47.61983259120706,-122.36312763172508,0.66,-4.51,134.17,1.15,0.9621,0.09697277968584801
2024-10-08,11:34:52,47.61978972873554,-122.36307049540235,2.6937,-0.3946,47.61983254851441,-122.36312756683752,0.68,-4.51,134.22,1.19,1.021,0.09973585112686395
2024-10-08,11:34:53,47.61978688275871,-122.36307624540208,2.6409,-0.3124,47.61983250669978,-122.36312750361648,0.64,-4.51,134.37,1.11,0.8877,0.09769687814869031
2024-10-08,11:34:54,47.619786716666496,-122.36307733571437,2.5743,-0.2599,47.61983246609604,-122.36312744198992,0.62,-4.51,134.26,1.08,0.8462,0.08480453997281023
2024-10-08,11:34:55,47.61978700632172,-122.36307658965514,2.5035,-0.2122,47.6198324267456,-122.36312738203576,0.64,-4.49,134.15,1.11,0.8952,0.08536937389954333
2024-10-08,11:34:56,47.61978874797679,-122.36307071387272,2.4467,-0.1562,47.61983238831975,-122.363127323572,0.69,-4.48,134.19,1.2,1.0377,0.07976365086930258
2024-10-08,11:34:57,47.61979168139531,-122.36306173953427,2.4074,-0.0769,47.61983235046038,-122.36312726629104,0.69,-4.48,134.35,1.21,1.0542,0.08850412419768919
2024-10-08,11:34:58,47.61979635028912,-122.36304641560716,2.3654,0.0012,47.61983231328046,-122.36312721003809,0.71,-4.47,134.35,1.23,1.0983,0.08867699814495293
2024-10-08,11:34:59,47.61979459714277,-122.36304184114324,2.3185,0.0647,47.61983227692131,-122.36312715473808,0.7,-4.46,134.2,1.22,1.0734,0.07894213070344652
2024-10-08,11:35:00,47.6197929,-122.36303910000032,2.2822,0.1348,47.61983224155544,-122.3631270995593,0.7,-4.46,133.47,1.21,1.0627,0.07894111729637468
2024-10-08,11:35:01,47.61978515872107,-122.3630499389536,2.2441,0.2219,47.61983220706495,-122.36312704458577,0.7,-4.49,132.86,1.22,1.0814,0.09506850161856975
2024-10-08,11:35:02,47.61978299828557,-122.36305324000026,2.19,0.2975,47.61983217336349,-122.36312699056808,0.69,-4.5,132.7,1.21,1.0556,0.09296327231762017
2024-10-08,11:35:03,47.61977964057159,-122.36305903828544,2.1216,0.3473,47.61983214082999,-122.36312693768645,0.68,-4.51,132.3,1.19,1.0173,0.08460851021026197
2024-10-08,11:35:04,47.61978256845229,-122.36305406488104,2.0627,0.4036,47.61983211018709,-122.36312688447056,0.67,-4.51,130.42,1.16,0.9731,0.08147944526075271
2024-10-08,11:35:05,47.61978490285725,-122.3630472885714,2.0237,0.4938,47.61983208093331,-122.36312683036692,0.66,-4.52,128.65,1.15,0.9545,0.09827023964558147
